source_coords,dest1_coords,dest2_coords,source_D1_distance(in miles),source_D1_time(in minutes),source_D2_distance(in miles),source_D2_time(in minutes),total_shared_distance,total_shared_time,Matched_NoMatched
"(-73.785924, 40.645134)","(-73.86657715, 40.73490906)", ,10.75000,14.900, , ,,,"(-73.86657715, 40.73490906):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.86713409, 40.68715286)", ,7.02000,10.650, , ,,,"(-73.86713409, 40.68715286):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.86763, 40.76567078)", ,11.40000,16.650, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77636719, 40.6450882)']"
"(-73.785924, 40.645134)","(-73.86772156, 40.76580429)","(-73.86763, 40.76567078)",11.62000,17.560,11.40000,16.650,20.18000,16.670,Matched
"(-73.785924, 40.645134)","(-73.86830139, 40.81626511)", ,18.26000,27.020, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82080841, 40.75878143)']"
"(-73.785924, 40.645134)","(-73.86870575, 40.85255051)", ,18.24000,26.530, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79193878, 40.66595459)', '(-73.83746338, 40.70149994)']"
"(-73.785924, 40.645134)","(-73.87030792, 40.77317047)","(-73.81568909, 40.76643753)",12.32000,17.480,11.65000,16.000,20.39000,21.020,Matched
"(-73.785924, 40.645134)","(-73.87030792, 40.83628845)","(-73.81159973, 40.75645828)",17.82000,24.950,11.45000,17.280,23.92500,25.910,Matched
"(-73.785924, 40.645134)","(-73.87078094, 40.77403641)", ,12.39000,17.730, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73773956, 40.68690872)', '(-73.85671997, 40.74385452)', '(-73.84455109, 40.74058151)']"
"(-73.785924, 40.645134)","(-73.87106323, 40.77423096)","(-73.85067749, 40.72571945)",12.41000,17.800,8.51000,13.150,17.41000,18.500,Matched
"(-73.785924, 40.645134)","(-73.87194824, 40.75368118)", ,11.55000,16.310, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78205872, 40.70539093)', '(-73.81593323, 40.7006073)']"
"(-73.785924, 40.645134)","(-73.87239075, 40.66757965)", ,6.64000,9.880, , ,,,"(-73.87239075, 40.66757965):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.87262726, 40.77420044)", ,12.30000,18.320, , ,,,"(-73.87262726, 40.77420044):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.87291718, 40.77430344)","(-73.87078094, 40.77403641)",12.50000,18.150,12.39000,17.730,21.46500,18.170,Matched
"(-73.785924, 40.645134)","(-73.87339783, 40.77420807)","(-73.82692719, 40.69680023)",12.53000,18.290,6.65000,10.420,15.79500,18.260,Matched
"(-73.785924, 40.645134)","(-73.87638855, 40.72746277)", ,9.97000,16.700, , ,,,"(-73.87638855, 40.72746277):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.87648773, 40.74073029)", ,11.65000,16.630, , ,,,"(-73.87648773, 40.74073029):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.87760925, 40.72670364)","(-73.83032227, 40.71089935)",10.09000,17.150,7.02000,10.570,15.59500,14.290,Matched
"(-73.785924, 40.645134)","(-73.87886047, 40.6811409)", ,7.20000,11.070, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79284668, 40.6587677)']"
"(-73.785924, 40.645134)","(-73.88005829, 40.76931381)", ,12.47000,17.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.77636719, 40.6450882)', '(-73.86772156, 40.76580429)', '(-73.86763, 40.76567078)']"
"(-73.785924, 40.645134)","(-73.88021851, 40.76942062)","(-73.80876923, 40.78615189)",12.48000,17.800,13.24000,18.500,21.38000,23.380,Matched
"(-73.785924, 40.645134)","(-73.88040924, 40.74256516)", ,11.82000,16.990, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83033752, 40.76015472)']"
"(-73.785924, 40.645134)","(-73.88079071, 40.75117111)", ,12.08000,18.100, , ,,,"(-73.88079071, 40.75117111):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.88308716, 40.74779892)", ,11.73000,17.310, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83773041, 40.6896553)', '(-73.83651733, 40.71903229)', '(-73.86490631, 40.72285461)']"
"(-73.785924, 40.645134)","(-73.88345337, 40.76031876)","(-73.80444336, 40.6914711)",12.11000,18.100,5.42000,8.700,14.47000,16.290,Matched
"(-73.785924, 40.645134)","(-73.88510132, 40.8717041)","(-73.78334045, 40.66814423)",20.31000,29.760,3.60000,5.650,18.48000,24.470,Matched
"(-73.785924, 40.645134)","(-73.88587189, 40.75338364)", ,12.37000,18.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79193878, 40.66595459)', '(-73.83746338, 40.70149994)']"
"(-73.785924, 40.645134)","(-73.88600922, 40.74955368)", ,12.01000,18.060, , ,,,"(-73.88600922, 40.74955368):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.88619995, 40.74378967)", ,12.08000,17.480, , ,,,"(-73.88619995, 40.74378967):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.88691711, 40.63602829)","(-73.79016113, 40.64683914)",9.09000,13.250,1.18000,4.100,7.80500,12.510,Matched
"(-73.785924, 40.645134)","(-73.88737488, 40.75031662)", ,12.13000,18.440, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79933167, 40.6672554)', '(-73.77322388, 40.71449661)']"
"(-73.785924, 40.645134)","(-73.88751221, 40.75904846)", ,13.22000,17.900, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85023499, 40.72083664)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.88772583, 40.65995407)", ,7.54000,11.160, , ,,,"(-73.88772583, 40.65995407):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.88790131, 40.6666832)", ,8.06000,13.190, , ,,,"(-73.88790131, 40.6666832):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.88822937, 40.75067902)","(-73.85051727, 40.66954041)",12.45000,18.950,5.62000,10.160,15.09500,17.520,Matched
"(-73.785924, 40.645134)","(-73.88896179, 40.75989914)","(-73.88751221, 40.75904846)",13.35000,18.520,13.22000,17.900,22.48000,18.180,Matched
"(-73.785924, 40.645134)","(-73.88946533, 40.66534424)", ,7.85000,12.470, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.75437164, 40.66233063)', '(-73.80250549, 40.69096756)']"
"(-73.785924, 40.645134)","(-73.89015198, 40.75308609)","(-73.79019165, 40.6468277)",12.39000,18.560,1.18000,4.110,10.46000,15.870,Matched
"(-73.785924, 40.645134)","(-73.89084625, 40.74300766)", ,12.26000,17.800, , ,,,"(-73.89084625, 40.74300766):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.89143372, 40.67631149)", ,7.83000,11.670, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78307343, 40.64430618)', '(-73.69441986, 40.79611969)', '(-73.82070923, 40.6792717)']"
"(-73.785924, 40.645134)","(-73.89222717, 40.68160629)", ,8.22000,13.250, , ,,,"(-73.89222717, 40.68160629):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.89328003, 40.70210266)","(-73.84954071, 40.72886658)",9.91000,14.930,8.58000,13.230,16.04500,16.700,Matched
"(-73.785924, 40.645134)","(-73.89347839, 40.76580811)","(-73.79904938, 40.66766357)",15.59000,20.050,2.78000,5.140,12.80500,14.830,Matched
"(-73.785924, 40.645134)","(-73.89377594, 40.84264374)", ,19.14000,26.850, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.78334045, 40.66814423)']"
"(-73.785924, 40.645134)","(-73.89389038, 40.86701965)","(-73.82215118, 40.76200867)",20.96000,29.010,10.75000,15.420,25.25500,26.550,Matched
"(-73.785924, 40.645134)","(-73.89815521, 40.64281464)", ,9.14000,13.400, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.76002502, 40.66749191)']"
"(-73.785924, 40.645134)","(-73.89847565, 40.89079666)", ,22.34000,31.740, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73773956, 40.68690872)', '(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.89860535, 40.70052338)", ,10.17000,15.290, , ,,,"(-73.89860535, 40.70052338):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.90118408, 40.61636734)", ,12.12000,20.910, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85023499, 40.72083664)']"
"(-73.785924, 40.645134)","(-73.90192413, 40.82580948)","(-73.7749939, 40.78328323)",19.48000,27.900,12.89000,20.130,26.84000,30.310,Matched
"(-73.785924, 40.645134)","(-73.90294647, 40.86563873)","(-73.8229599, 40.7582283)",20.62000,29.950,10.75000,15.260,25.72500,26.930,Matched
"(-73.785924, 40.645134)","(-73.9032135, 40.70250702)", ,10.64000,16.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83032227, 40.71089935)', '(-73.87760925, 40.72670364)']"
"(-73.785924, 40.645134)","(-73.90397644, 40.63394547)", ,9.84000,15.430, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.74951935, 40.67577362)']"
"(-73.785924, 40.645134)","(-73.90402222, 40.85158157)","(-73.74612427, 40.65332031)",19.76000,27.240,5.46000,8.800,19.08000,28.690,Matched
"(-73.785924, 40.645134)","(-73.90426636, 40.69092178)", ,9.51000,14.610, , ,,,"(-73.90426636, 40.69092178):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.9046936, 40.62963867)", ,9.59000,14.980, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79193878, 40.66595459)', '(-73.83746338, 40.70149994)']"
"(-73.785924, 40.645134)","(-73.90486908, 40.6911087)", ,9.54000,14.820, , ,,,"(-73.90486908, 40.6911087):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.90499878, 40.88823318)", ,22.92000,33.630, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83773041, 40.6896553)', '(-73.83651733, 40.71903229)', '(-73.86490631, 40.72285461)', '(-73.86492157, 40.77043152)']"
"(-73.785924, 40.645134)","(-73.90640259, 40.68996048)", ,9.44000,14.710, , ,,,"(-73.90640259, 40.68996048):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.90692902, 40.74433136)", ,13.10000,18.850, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.9069519, 40.63215637)", ,9.87000,15.750, , ,,,"(-73.9069519, 40.63215637):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.90786743, 40.61906433)", ,11.89000,20.080, , ,,,"(-73.90786743, 40.61906433):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.91004181, 40.76938248)","(-73.84516907, 40.72424316)",13.77000,18.090,8.07000,11.630,17.11500,17.900,Matched
"(-73.785924, 40.645134)","(-73.91087341, 40.74246979)","(-73.82501221, 40.76563644)",13.12000,18.970,11.11000,15.410,20.59500,20.730,Matched
"(-73.785924, 40.645134)","(-73.9109726, 40.65895462)","(-73.83181763, 40.70597076)",9.12000,14.360,6.76000,9.820,13.94000,16.300,Matched
"(-73.785924, 40.645134)","(-73.91117096, 40.67628479)", ,9.34000,14.210, , ,,,"(-73.91117096, 40.67628479):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.91149139, 40.66904068)","(-73.84539032, 40.65422821)",9.51000,15.210,6.30000,10.280,13.90500,16.000,Matched
"(-73.785924, 40.645134)","(-73.91174316, 40.87992859)","(-73.79592896, 40.66769409)",22.28000,32.850,2.96000,5.870,19.38500,26.110,Matched
"(-73.785924, 40.645134)","(-73.91197968, 40.76623154)", ,14.25000,19.800, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83950806, 40.72218704)', '(-73.76891327, 40.69947052)', '(-73.82505798, 40.68148041)', '(-73.79402924, 40.65670776)', '(-73.82692719, 40.69680023)', '(-73.87339783, 40.77420807)']"
"(-73.785924, 40.645134)","(-73.91256714, 40.74268341)", ,13.21000,19.240, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82080841, 40.75878143)', '(-73.86351776, 40.74695206)']"
"(-73.785924, 40.645134)","(-73.91292572, 40.78006363)", ,14.54000,21.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85701752, 40.72468185)', '(-73.70532227, 40.84545135)', '(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.91356659, 40.69368744)", ,9.88000,16.160, , ,,,"(-73.91356659, 40.69368744):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.91368103, 40.64154053)", ,10.02000,15.340, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.75974274, 40.67005539)', '(-73.84539032, 40.65422821)']"
"(-73.785924, 40.645134)","(-73.91440582, 40.88098526)", ,24.29000,33.190, , ,,,"(-73.91440582, 40.88098526):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.91448212, 40.7444725)","(-73.89860535, 40.70052338)",13.65000,20.350,10.17000,15.290,20.34500,19.710,Matched
"(-73.785924, 40.645134)","(-73.91457367, 40.67709351)", ,8.99000,13.510, , ,,,"(-73.91457367, 40.67709351):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.91478729, 40.66252136)","(-73.7858963, 40.70792389)",9.96000,16.140,6.95000,10.320,15.02000,19.820,Matched
"(-73.785924, 40.645134)","(-73.9149704, 40.76678085)","(-73.83459473, 40.71823502)",14.24000,19.710,7.40000,10.540,17.25500,17.650,Matched
"(-73.785924, 40.645134)","(-73.91497803, 40.88954926)","(-73.82512665, 40.67744446)",24.98000,34.420,4.46000,7.560,21.67000,28.510,Matched
"(-73.785924, 40.645134)","(-73.9151001, 40.69067764)", ,9.60000,14.980, , ,,,"(-73.9151001, 40.69067764):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.91576385, 40.74805832)", ,13.78000,20.810, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.85023499, 40.72083664)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.91625977, 40.63811111)","(-73.88946533, 40.66534424)",10.18000,15.430,7.85000,12.470,15.56500,15.520,Matched
"(-73.785924, 40.645134)","(-73.91716003, 40.70163727)", ,10.20000,17.770, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79284668, 40.6587677)']"
"(-73.785924, 40.645134)","(-73.91731262, 40.75971603)","(-73.85620117, 40.7240715)",15.18000,20.760,8.57000,13.310,18.95000,18.170,Matched
"(-73.785924, 40.645134)","(-73.91735077, 40.76507187)","(-73.84520721, 40.74028015)",14.38000,20.330,8.93000,12.140,19.09500,18.000,Matched
"(-73.785924, 40.645134)","(-73.91805267, 40.8767395)", ,24.08000,32.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.85023499, 40.72083664)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.91867065, 40.74837112)","(-73.9032135, 40.70250702)",13.93000,21.240,10.64000,16.560,21.26000,21.760,Matched
"(-73.785924, 40.645134)","(-73.9187088, 40.68813324)", ,9.58000,14.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.91886902, 40.76725006)","(-73.77885437, 40.73575592)",14.52000,19.860,9.60000,14.950,19.53000,24.580,Matched
"(-73.785924, 40.645134)","(-73.91899872, 40.65415955)", ,9.48000,14.620, , ,,,"(-73.91899872, 40.65415955):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.91954041, 40.88042831)","(-73.86003876, 40.66199875)",24.06000,32.690,6.54000,11.200,22.88500,35.930,Matched
"(-73.785924, 40.645134)","(-73.91970825, 40.84786987)","(-73.85245514, 40.71651077)",20.53000,28.900,8.46000,13.600,22.91000,26.760,Matched
"(-73.785924, 40.645134)","(-73.91979218, 40.73931885)","(-73.80187225, 40.65827179)",13.77000,20.700,2.92000,6.800,13.27000,18.060,Matched
"(-73.785924, 40.645134)","(-73.91992188, 40.61790466)", ,11.43000,17.860, , ,,,"(-73.91992188, 40.61790466):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.91996765, 40.76784897)","(-73.77986145, 40.72261047)",14.45000,19.490,9.02000,14.000,18.76500,24.410,Matched
"(-73.785924, 40.645134)","(-73.92015839, 40.68386078)", ,9.58000,15.310, , ,,,"(-73.92015839, 40.68386078):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92030334, 40.69533157)", ,10.27000,16.550, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7891922, 40.64242172)']"
"(-73.785924, 40.645134)","(-73.92050171, 40.8302803)","(-73.86830139, 40.81626511)",19.73000,28.690,18.26000,27.020,32.60500,30.970,Matched
"(-73.785924, 40.645134)","(-73.92170715, 40.65076447)", ,9.60000,14.810, , ,,,"(-73.92170715, 40.65076447):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92300415, 40.8669281)", ,21.98000,30.640, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82080841, 40.75878143)', '(-73.86351776, 40.74695206)', '(-73.86830139, 40.81626511)']"
"(-73.785924, 40.645134)","(-73.92339325, 40.76040268)", ,15.11000,20.860, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85067749, 40.72571945)', '(-73.87106323, 40.77423096)']"
"(-73.785924, 40.645134)","(-73.92368317, 40.65735245)", ,9.70000,15.120, , ,,,"(-73.92368317, 40.65735245):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92380524, 40.66817856)", ,9.85000,15.320, , ,,,"(-73.92380524, 40.66817856):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.92382813, 40.7672081)", ,14.87000,20.740, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.85023499, 40.72083664)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.92403412, 40.69288635)", ,9.91000,15.150, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.92424011, 40.66872025)", ,9.66000,14.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88946533, 40.66534424)', '(-73.75437164, 40.66233063)', '(-73.80250549, 40.69096756)']"
"(-73.785924, 40.645134)","(-73.92481995, 40.69216919)", ,10.08000,15.340, , ,,,"(-73.92481995, 40.69216919):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92493439, 40.70442963)", ,11.62000,18.340, , ,,,"(-73.92493439, 40.70442963):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92497253, 40.61923218)", ,13.02000,17.500, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79904938, 40.66766357)']"
"(-73.785924, 40.645134)","(-73.92527771, 40.7026329)", ,10.50000,18.420, , ,,,"(-73.92527771, 40.7026329):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92546082, 40.7678566)", ,14.78000,20.320, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.79933167, 40.6672554)', '(-73.77322388, 40.71449661)']"
"(-73.785924, 40.645134)","(-73.92553711, 40.6541748)", ,9.63000,14.480, , ,,,"(-73.92553711, 40.6541748):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.92562866, 40.8248558)", ,19.50000,28.560, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85620117, 40.7240715)']"
"(-73.785924, 40.645134)","(-73.92591095, 40.74036789)", ,13.99000,20.740, , ,,,"(-73.92591095, 40.74036789):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.92608643, 40.73954391)", ,14.61000,20.670, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.85701752, 40.72468185)', '(-73.91448212, 40.7444725)', '(-73.89860535, 40.70052338)', '(-73.70532227, 40.84545135)', '(-73.81159973, 40.75645828)']"
"(-73.785924, 40.645134)","(-73.92624664, 40.76227188)","(-73.80701447, 40.67621994)",14.98000,20.500,3.54000,6.630,13.79000,18.150,Matched
"(-73.785924, 40.645134)","(-73.92649078, 40.69418335)", ,10.07000,15.420, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88021851, 40.76942062)']"
"(-73.785924, 40.645134)","(-73.92679596, 40.66881561)","(-73.92380524, 40.66817856)",9.81000,15.180,9.85000,15.320,17.40000,15.530,Matched
"(-73.785924, 40.645134)","(-73.92686462, 40.66012192)", ,9.95000,15.490, , ,,,"(-73.92686462, 40.66012192):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92743683, 40.77436066)", ,15.09000,21.340, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.92750549, 40.76067734)","(-73.91197968, 40.76623154)",15.11000,21.000,14.25000,19.800,24.75000,21.150,Matched
"(-73.785924, 40.645134)","(-73.92752838, 40.61450577)", ,12.62000,16.490, , ,,,"(-73.92752838, 40.61450577):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.92796326, 40.86494064)", ,21.91000,30.620, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73773956, 40.68690872)', '(-73.85671997, 40.74385452)', '(-73.87078094, 40.77403641)', '(-73.84455109, 40.74058151)', '(-73.87291718, 40.77430344)']"
"(-73.785924, 40.645134)","(-73.92835236, 40.66828918)","(-73.82930756, 40.69573593)",9.91000,15.300,6.37000,9.510,14.02000,15.390,Matched
"(-73.785924, 40.645134)","(-73.9283905, 40.75972748)","(-73.87194824, 40.75368118)",15.19000,21.050,11.55000,16.310,22.07500,20.420,Matched
"(-73.785924, 40.645134)","(-73.92867279, 40.68418121)", ,10.24000,16.690, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.852005, 40.72877884)']"
"(-73.785924, 40.645134)","(-73.92893219, 40.75898743)","(-73.79940033, 40.66728973)",15.24000,21.280,2.63000,4.610,13.27000,17.860,Matched
"(-73.785924, 40.645134)","(-73.92901611, 40.76695633)", ,15.13000,20.950, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.73644257, 40.68632126)', '(-73.79010773, 40.64343262)']"
"(-73.785924, 40.645134)","(-73.9291153, 40.76939392)", ,14.98000,20.590, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.92935181, 40.69014359)", ,10.21000,16.010, , ,,,"(-73.92935181, 40.69014359):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93060303, 40.70347595)", ,11.23000,17.480, , ,,,"(-73.93060303, 40.70347595):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93076324, 40.69781876)", ,10.66000,16.990, , ,,,"(-73.93076324, 40.69781876):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93097687, 40.69470215)", ,10.39000,15.630, , ,,,"(-73.93097687, 40.69470215):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93120575, 40.75728989)", ,15.45000,21.320, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80701447, 40.67621994)', '(-73.92624664, 40.76227188)', '(-73.75695038, 40.66144943)']"
"(-73.785924, 40.645134)","(-73.9312973, 40.7605629)", ,15.36000,21.250, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.7858963, 40.70792389)']"
"(-73.785924, 40.645134)","(-73.93211365, 40.66529846)", ,10.34000,15.970, , ,,,"(-73.93211365, 40.66529846):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93235016, 40.6843071)", ,10.28000,17.550, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82930756, 40.69573593)']"
"(-73.785924, 40.645134)","(-73.93294525, 40.76262283)", ,15.51000,21.670, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.82472229, 40.7229538)']"
"(-73.785924, 40.645134)","(-73.93353271, 40.85200882)","(-73.80805206, 40.6842804)",21.09000,29.140,4.58000,7.480,19.15000,23.990,Matched
"(-73.785924, 40.645134)","(-73.9335556, 40.67245865)", ,10.29000,16.410, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81424713, 40.68709183)']"
"(-73.785924, 40.645134)","(-73.93388367, 40.66798782)", ,10.24000,16.300, , ,,,"(-73.93388367, 40.66798782):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.93429565, 40.68884659)","(-73.79837799, 40.66733551)",10.68000,18.200,3.04000,6.240,12.14000,15.240,Matched
"(-73.785924, 40.645134)","(-73.93495941, 40.76940918)", ,15.33000,21.750, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.83950806, 40.72218704)', '(-73.91197968, 40.76623154)', '(-73.76891327, 40.69947052)', '(-73.82505798, 40.68148041)', '(-73.79402924, 40.65670776)', '(-73.92750549, 40.76067734)', '(-73.82692719, 40.69680023)', '(-73.87339783, 40.77420807)']"
"(-73.785924, 40.645134)","(-73.93497467, 40.68296814)", ,10.37000,16.500, , ,,,"(-73.93497467, 40.68296814):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93509674, 40.62350845)", ,11.47000,17.510, , ,,,"(-73.93509674, 40.62350845):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93591309, 40.66549683)","(-73.91368103, 40.64154053)",10.54000,16.740,10.02000,15.340,18.39000,18.170,Matched
"(-73.785924, 40.645134)","(-73.93605042, 40.69926071)", ,10.91000,17.260, , ,,,"(-73.93605042, 40.69926071): D2: (-73.89521027, 40.75666428)row not found in NewTripsRequests table"
"(-73.785924, 40.645134)","(-73.9360733, 40.84091187)", ,21.24000,29.630, , ,,,"(-73.9360733, 40.84091187):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.93637848, 40.85299301)", ,21.23000,29.350, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80701447, 40.67621994)', '(-73.75695038, 40.66144943)']"
"(-73.785924, 40.645134)","(-73.93643188, 40.58737183)", ,13.32000,16.840, , ,,,"(-73.93643188, 40.58737183):Delay constraint failed"
"(-73.785924, 40.645134)","(-73.93730164, 40.79685211)","(-73.85105133, 40.86278915)",17.73000,25.510,18.86000,27.300,30.48500,34.000,Matched
"(-73.785924, 40.645134)","(-73.93742371, 40.81266403)", ,18.10000,25.990, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.80805206, 40.6842804)']"
"(-73.785924, 40.645134)","(-73.93790436, 40.82450104)", ,19.37000,28.380, , ,,,"(-73.93790436, 40.82450104):Not present in PreComputed rows or does not have angle <= 30"
"(-73.785924, 40.645134)","(-73.93797302, 40.72632599)", ,13.37000,21.770, , ,,,"(-73.93797302, 40.72632599):Passenger constraint not satisfied for trip"
"(-73.785924, 40.645134)","(-73.9384613, 40.8461113)", ,21.29000,29.480, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.88751221, 40.75904846)', '(-73.85023499, 40.72083664)', '(-73.86634827, 40.77128983)']"
"(-73.785924, 40.645134)","(-73.93852234, 40.60287857)", ,13.39000,18.540, , ,,,"Probable Match already taken, no other matches found from candidates :['(-73.81424713, 40.68709183)']"
"(-73.785924, 40.645134)","(-73.9385376, 40.66235352)","(-73.92015839, 40.68386078)",10.59000,16.430,9.58000,15.310,17.79500,17.720,Matched
